,0,1,2,3,4
0,0.00038210797686376053,0.23993701681195387,0.27355611843009053,0.2543815270854086,0.2317432296956832
1,0.0003627559037771393,0.2214631064641193,0.22652892019645743,0.12416435925946383,0.4274808581761822
2,0.0008929769160820906,0.35537662222641825,0.4098351956380133,0.08299291270079534,0.15090229251869086
3,0.0027271495251660833,0.4923631028443966,0.3302007870709763,0.16969332619824778,0.005015634361213033
4,0.00027859670789527136,0.33555515612120124,0.4801644632372393,0.1207528029340786,0.06324898099958544
5,0.0001124633014247225,0.016358477934698704,0.12156957309892945,0.8566043007699263,0.005355184895020727
6,4.988414993217278e-05,0.15993920287101043,0.30385806362117757,0.5339412160050394,0.0022116333528404493
7,0.002437456499280166,0.3709481556546866,0.3438735962385464,0.10936474356471648,0.17337604804277046
8,0.001592715029226956,0.252115306475994,0.27012127582117745,0.3273515361256281,0.1488191665479734
9,0.003974333999504258,0.09549799785145129,0.34583006615079176,0.2464609323575254,0.3082366696407274
10,0.0005385260881657106,0.3169838272321,0.2932389223710194,0.2406700647940804,0.14856865951463458
11,0.0007640484329730357,0.059871962390015125,0.26333981161619396,0.17055437034874502,0.5054698072120728
12,0.0007251490004720352,0.11790700305723278,0.31839475455879346,0.4798149737946255,0.0831581195888762
13,0.0009723734825377813,0.25244400657898297,0.2778475071698589,0.17666377260542462,0.2920723401631957
14,0.00010986174172639234,0.07843939931746609,0.2522837669943405,0.10573733805562148,0.5634296338908455
15,0.0001941917919989287,0.10916812125277744,0.08980181593737079,0.14732946544012804,0.6535064055777249
16,0.000538778040810326,0.14160607348416895,0.3491086994176795,0.40989678212846414,0.09884966692887721
17,0.00023360368429113637,0.08552133524658509,0.2751697894736468,0.6131997341087,0.025875537486777088
18,0.0015326961788104168,0.13695318003413195,0.44870372285042615,0.2368262060945014,0.17598419484213004
19,0.00017556659457212362,0.11382176889459408,0.10175401122291204,0.07349442984248195,0.7107542234454398
20,0.0007207521325287734,0.25844366067220836,0.31857766005264787,0.10380841932355354,0.3184495078190615
21,7.987639554737016e-05,0.06799306873487836,0.3047477719475832,0.05410232046175648,0.5730769624602345
22,0.0003643288116014948,0.30127888188233476,0.45676966724905327,0.1618792395654492,0.07970788249156135
23,3.363697973456501e-05,0.03192459771547096,0.17015047073762335,0.25675840783201886,0.5411328867351523
24,0.00038919703417919906,0.07578796337967568,0.2944802510121579,0.2541181149607153,0.37522447361327205
25,7.176383032765122e-05,0.027550423188862513,0.1577300925566158,0.08401460956988555,0.7306331108543085
26,0.0005637524426628621,0.32089289866000437,0.3298556410132766,0.1915176298488942,0.1571700780351619
27,0.0015431817620218025,0.48265767402714177,0.29482336177680046,0.16565441076007706,0.055321371673958994
28,1.4321266058761323e-05,0.04071381121719575,0.07917071321942377,0.06228057409120796,0.8178205802061138
29,6.168823505402958e-05,0.138486941800357,0.4369969682573236,0.22446296061610974,0.19999144109115558
30,0.0001941549300906228,0.38631090921555267,0.4016269912630246,0.17897787717358726,0.03289006741774482
31,9.299504960013615e-05,0.1714671441200248,0.33330969538438954,0.15666449101499968,0.3384656744309859
32,5.38244141196795e-05,0.06334814876708929,0.37876980981808983,0.5394674109456475,0.018360806055053802
33,0.0006138368382533908,0.3215252058983341,0.34378527549279514,0.09426140275894161,0.23981427901167565
34,0.00029438321053843825,0.16683348511865995,0.06422292117083732,0.12547926472402163,0.6431699457759427
35,0.0008278622285688422,0.38503398966438257,0.23780145167753308,0.17331575607654023,0.20302094035297538
36,0.0004891110889378777,0.23323872388144112,0.40457632470649335,0.19273558984128777,0.16896025048184
37,0.0006079912556702611,0.08926098993719667,0.2206967792038155,0.19525501401961393,0.49417922558370353
